model,variant,dataset,N,pred_len,seed,MSE,MAE,provenance_id
Nonstationary_Transformer,,traffic,862,96,2025,0.623397171497345,0.3480624556541443,ns_transformer_tslib_traffic_pl96_s2025
Nonstationary_Transformer,,traffic,862,192,2021,0.636490523815155,0.351770281791687,ns_transformer_tslib_traffic_pl192_s2021
Nonstationary_Transformer,,traffic,862,192,2022,0.6340090036392212,0.34559789299964905,ns_transformer_tslib_traffic_pl192_s2022
Nonstationary_Transformer,,traffic,862,192,2023,0.6464724540710449,0.35551881790161133,ns_transformer_tslib_traffic_pl192_s2023
Nonstationary_Transformer,,traffic,862,192,2024,0.6285223960876465,0.3458493649959564,ns_transformer_tslib_traffic_pl192_s2024
Nonstationary_Transformer,,traffic,862,192,2025,0.6367780566215515,0.35055115818977356,ns_transformer_tslib_traffic_pl192_s2025
Nonstationary_Transformer,,traffic,862,336,2021,0.6498854160308838,0.35950666666030884,ns_transformer_tslib_traffic_pl336_s2021
Nonstationary_Transformer,,traffic,862,336,2022,0.6436443328857422,0.3508811295032501,ns_transformer_tslib_traffic_pl336_s2022
Nonstationary_Transformer,,traffic,862,336,2023,0.6389285922050476,0.34879839420318604,ns_transformer_tslib_traffic_pl336_s2023
Nonstationary_Transformer,,traffic,862,336,2024,0.6413314938545227,0.3484131693840027,ns_transformer_tslib_traffic_pl336_s2024
Nonstationary_Transformer,,traffic,862,336,2025,0.6483567953109741,0.35444825887680054,ns_transformer_tslib_traffic_pl336_s2025
Nonstationary_Transformer,,traffic,862,720,2021,0.664939284324646,0.35962700843811035,ns_transformer_tslib_traffic_pl720_s2021
Nonstationary_Transformer,,traffic,862,720,2022,0.6666868329048157,0.35807034373283386,ns_transformer_tslib_traffic_pl720_s2022
Nonstationary_Transformer,,traffic,862,720,2023,0.6536830067634583,0.35486891865730286,ns_transformer_tslib_traffic_pl720_s2023
Nonstationary_Transformer,,traffic,862,720,2024,0.6750993728637695,0.3639207184314728,ns_transformer_tslib_traffic_pl720_s2024
Nonstationary_Transformer,,traffic,862,720,2025,0.6556512117385864,0.3519744277000427,ns_transformer_tslib_traffic_pl720_s2025
PatchTST,,electricity,321,96,2021,0.1838034689426422,0.27593883872032166,patchtst_tslib_electricity_pl96_s2021
PatchTST,,electricity,321,96,2022,0.18407244980335236,0.2759053409099579,patchtst_tslib_electricity_pl96_s2022
